STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,JURISDICTION,Jurisdiction,INDUSTRY,Industry,CARTEL_NAME,Cartel name,DD_DIM,Drilldown,DD_ID,DD ID,UNIT_MEASURE,Unit of measure,SANCTION_TYPE,Sanction type,BID_RIGGING,Bid rigging,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CARTEL_CONNOR,Cartel connor,FIRM_NUMBER,Number of firms,PER_NUMBER,Number of persons,CASE_NUMBER,Case number,CASE_LINK,Case link,AUTHORITY,Authority,START_DATE,Start date,END_DATE,End date,CARTEL_DURATION,Cartel duration,DISCOVERY_DATE,Discorevery date,DECISION_DATE,Decision date,SUBSIDIARY_NAME,Subsidiary name,PARENT_NAME,Parent name,PARENT_COUNTRY,Parent country,CURRENCY,Currency original,AMOUNT_ORIGINAL,Amount original,EXCHANGE_RATE,Exchange rate
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ZAF,South Africa,311,Food Manufacturing,590,"Milling, maize, white",DD,Drilldown,3232,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,19,,Unspecified,,ZA Competition Tribunal: press release 19/03/2019,,Unspecified,,Competition Commission of South Africa,,36526,,39083,,7,,2007,,2010,,Blinkwater Mills,,Blinkwater Mills,,ZAF,South Africa,ZAR,Rand,784000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,333,Machinery Manufacturing,491,"Pumps, fluid",DD,Drilldown,3557,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,20,,Unspecified,,CNMC: CASE n. S/0185/09 & VS/0185/09,,Unspecified,,The Spanish National Commission of Markets and Competition,,37987,,39814,,5,,2009,,2011,,"Aiguapres, S.L.",,"Aiguapres, S.L.",,ESP,Spain,EUR,Euro,8000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,322,Paper Manufacturing,779,Cardboard (a/k/a paperboard) and boxes,DD,Drilldown,2499,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,20,,Unspecified,,CNMC: CASE n. S/0469/13,,Unspecified,,The Spanish National Commission of Markets and Competition,,37257,,41275,,11,,2013,,2015,,Asociacion de Fabricantes de Carton Ondolado (AFCO),,Asociacion de Fabricantes de Carton Ondolado (AFCO),,ESP,Spain,EUR,Euro,276000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,326,Plastics and Rubber Products Manufacturing,559,"Foam, polyurethane",DD,Drilldown,3375,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,20,,Unspecified,,EC: CASE n. AT.39801 - Polyurethanefoam,,Unspecified,,European Commission,,38651,,40386,,4.8,,2010,,2012,,Recticel Foam Corp.,,Recticel NV/SA,,BEL,Belgium,EUR,Euro,20300000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,334,Computer and Electronic Product Manufacturing,465,"Cable, undersea & underground high-voltage",DD,Drilldown,3612,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,20,,Unspecified,,EC: CASE n. AT.39610 - Power Cables,,Unspecified,,European Commission,,28126,,39841,,32.1,,2009,,2010,,Fujikura Corp. Ltd.,,Fujikura Corp. Ltd.,,JPN,Japan,EUR,Euro,11250000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,BRA,Brazil,424,"Merchant Wholesalers, Nondurable Goods",1154,"Gas, LPG, Northeast",DD,Drilldown,1110,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,20,,Unspecified,,CADE: press release 22/11/2017,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,2016,,2016,,SHV Holdings NV ,,SHV Holdings NV ,,USA,United States,BRL,Brazilian real,7440000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ZAF,South Africa,424,"Merchant Wholesalers, Nondurable Goods",1192,Bicycle accessories distribution,DD,Drilldown,1289,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,20,,Unspecified,,SA Competition Tribunal: CASE n. CR049Jul12,,Unspecified,,Unspecified,,39701,,40087,,1.1,,2011,,2015,,Coolheat Cycle Agencies (Pty) ,,Coolheat Cycle Agencies (Pty) ,,USA,United States,ZAR,Rand,320000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,333,Machinery Manufacturing,809,Automobile manufacturing & distribution (Spain),DD,Drilldown,2354,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,21,,Unspecified,,CNMC: CASE n. S/0482/13,,Unspecified,,The Spanish National Commission of Markets and Competition,,38749,,41487,,7.5,,2013,,2015,,"B&M Automóviles España, S.A",,"B&M Automóviles España, S.A",,ESP,Spain,EUR,Euro,1070000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",839,JPY LIBOR interest rate derivatives,DD,Drilldown,2277,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,21,,Unspecified,,EC: CASE n. AT.39861 - Yen Interest Rate Derivatives (YIRD),,Unspecified,,European Commission,,39083,,40513,,3.9,,2011,,2012,,ICAP Europe Ltd.,,ICAP LLC,,GBR,United Kingdom,EUR,Euro,17100000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,BRA,Brazil,212,Mining (except Oil and Gas),790,"Salt, Rio Grande do Norte",DD,Drilldown,2432,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,21,,Unspecified,,CADE: 08012.005882/2008-38,,Unspecified,,Administrative Council for Economic Defense,,30682,,40909,,28,,2012,,2014,,Associação Brasileira de Extratores de Sal - ABERSAL,,Associação Brasileira de Extratores de Sal - ABERSAL,,BRA,Brazil,BRL,Brazilian real,2205000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,DEU,Germany,311,Food Manufacturing,893,Sausage & ham manufacturing,DD,Drilldown,99,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,21,,33,,BKA: CASE n. B12-13/09,,Unspecified,,Unspecified,,29952,,40688,,29.4,,2009,,2014,,Sickendiek Fleischwarenfabrik GmbH & Co. KG ,,H. & E. Reinert Holding GmbH & Co. KG,,USA,United States,EUR,Euro,9400000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,KOR,Korea,483,Water Transportation,1587,Shipping,DD,Drilldown,5589,,USD,US dollar,FN,Fine,NO,No,72342425,,,,FALSE,,23,,NaN,,2018카조3210 ,,https://case.ftc.go.kr/ocp/co/openDocView.do?docTy=LTFR&docId=20230905152420907366&docCnvrMnNo=13656&id=OCPLTFR20184886023616,,Korea Fair Trade Commission,,37956,,43435,,15.21944444,,2018,,2022,,"KORYO HC Co., Ltd.",,"KORYO HC Co., Ltd.",,KOR,Korea,KRW,Won,92200000000,,0.000784625,
